optimizer,seed,task,obs_delay,act_delay,epret,eplen,rstep,astd,actor_dorm,value_dorm
cpr,1,2,1,1,2919.925115411932,589.7544389204545,5.010053938085383,0.28054769472642377,1.388888955116272,11.652827609669078
cpr,1,3,2,1,2134.017417907715,494.3079471588135,4.340381890535355,0.23950285371392965,1.388888955116272,12.441451668739319
cpr,1,4,2,2,1020.851143391927,262.5434926350911,3.9085228284200033,0.23220001657803854,2.222222375869751,12.46422036488851
cpr,1,5,3,2,688.6289672851562,207.05284423828124,3.3419798612594604,0.22731327265501022,2.777777910232544,12.943013000488282
cpr,1,6,3,3,415.938713660607,149.32376920259915,2.8057528092310977,0.21934077946039346,2.777777910232544,13.054704372699444
cpr,1,7,4,3,246.36114196777345,111.15651016235351,2.227001762390137,0.22182478606700898,2.777777910232544,15.33177146911621
cpr,1,8,4,4,188.2510258601262,99.91255657489484,1.890575674863962,0.22150542529729697,2.777777910232544,17.354229413546047
cpr,1,9,5,4,185.6129010518392,107.99656232198079,1.7292657295862834,0.2202726143101851,2.9513890147209167,22.63856299718221
cpr,1,10,5,5,220.94941572709516,120.13333129882812,1.847550630569458,0.21584291756153107,3.4090910391374067,25.07274090160023
cpr,1,11,6,5,306.2936248779297,148.97249298095704,2.065976691246033,0.22223830819129944,3.472222328186035,26.682278442382813
cpr,1,12,6,6,521.4119472503662,215.55665969848633,2.435123383998871,0.22722426988184452,4.861111164093018,28.210381388664246
cpr,1,13,7,6,793.0960510253906,288.07496948242186,2.771400237083435,0.22859438955783845,4.861111164093018,29.570647048950196
cpr,1,14,7,7,922.1306508382162,311.64390818277997,2.9682355324427285,0.23038707921902338,4.861111164093018,29.729377110799152
cpr,1,15,8,7,889.1564208984375,294.1797607421875,3.033778691291809,0.22389233410358428,5.694444751739502,30.40593147277832
cpr,1,16,8,8,724.6651564378005,244.82003784179688,2.975125734622662,0.22394350171089172,5.448718181023231,31.165554193349983
cpr,1,17,9,8,676.0498324307529,233.63272927024147,2.891945232044567,0.21750721335411072,6.186869144439697,31.594633449207652
cpr,1,18,9,9,577.0672892252604,214.7215372721354,2.696212402979533,0.2136738508939743,6.250000476837158,33.34374059041341
cpr,1,19,10,9,500.6331592906605,194.4471990411932,2.5807980624112217,0.2157924392006614,6.250000476837158,34.50429153442383
cpr,1,20,10,10,512.4773376464843,201.30845438639324,2.5603823184967043,0.21380484998226165,6.94444465637207,35.42024205525716
redo,1,0,0,0,1794.0621846516926,474.78455607096356,3.883120914300283,0.3313195879260699,0.0,10.00520388285319
redo,1,1,1,0,1758.6954084123884,395.3484671456473,4.500804901123047,0.3073763591902597,0.0,10.22638532093593
redo,1,2,1,1,1011.4821166992188,243.2789570201527,4.1839234828948975,0.2914087555625222,0.5050505291331898,10.439287185668945
redo,1,3,2,1,857.2515029907227,214.66847038269043,4.007235363125801,0.2725905906409025,1.388888955116272,11.631537437438965
redo,1,4,2,2,607.2177368164063,174.96260681152344,3.4799594402313234,0.26354127724965415,1.388888955116272,11.038250986735026
redo,1,5,3,2,408.47072143554686,144.0317123413086,2.844424772262573,0.2634234458208084,1.388888955116272,9.50039005279541
redo,1,6,3,3,263.1975931020883,111.97241915189304,2.360929397436289,0.25409071491314816,1.388888955116272,6.359214269197905
redo,1,7,4,3,188.04437713623048,92.15762634277344,2.0547850131988525,0.2423258200287819,2.0833334922790527,6.003122329711914
redo,1,8,4,4,168.7541785606971,88.98280803973859,1.9086981186499963,0.2352764503313945,2.0833334922790527,6.239115861745981
redo,1,9,5,4,195.57349014282227,104.27381896972656,1.8853690226872761,0.2379689229031404,2.0833334922790527,11.384334643681845
redo,1,10,5,5,315.4752169522372,138.7081063010476,2.2894259149378,0.2439917569810694,2.0833334922790527,13.249591307206588
redo,1,11,6,5,500.5088684082031,184.3230239868164,2.7320900678634645,0.2512811467051506,2.0138890385627746,16.572989082336427
redo,1,12,6,6,729.0872840881348,235.12732601165771,3.115413874387741,0.2524500787258148,2.0833334922790527,20.496681571006775
